dependency1,dependency2,count,count1,count2,proportion1,proportion2,maxProportion
com.fasterxml.jackson.core:jackson-databind,org.junit.jupiter:junit-jupiter-engine,62,453,200,0.14,0.31,0.31
com.fasterxml.jackson.core:jackson-annotations,org.slf4j:slf4j-api,165,237,795,0.7,0.21,0.7
org.apache.maven.plugin-tools:maven-plugin-annotations,org.slf4j:slf4j-api,63,132,795,0.48,0.08,0.48
javax.validation:validation-api,org.apache.httpcomponents:httpclient,36,110,384,0.33,0.09,0.33
org.hamcrest:hamcrest-core,org.mockito:mockito-core,80,137,504,0.58,0.16,0.58
joda-time:joda-time,org.apache.zookeeper:zookeeper,30,222,107,0.14,0.28,0.28
org.apache.httpcomponents:httpcore,org.springframework:spring-context,40,152,240,0.26,0.17,0.26
org.easymock:easymock,org.jsoup:jsoup,9,104,133,0.09,0.07,0.09
org.slf4j:jcl-over-slf4j,org.slf4j:slf4j-simple,40,173,223,0.23,0.18,0.23
org.assertj:assertj-core,org.testng:testng,26,243,158,0.11,0.16,0.16
org.assertj:assertj-core,org.mockito:mockito-all,33,243,210,0.14,0.16,0.16
org.apache.commons:commons-math3,org.springframework:spring-web,6,107,161,0.06,0.04,0.06
ch.qos.logback:logback-classic,commons-lang:commons-lang,60,381,271,0.16,0.22,0.22
com.fasterxml.jackson.core:jackson-databind,org.openjdk.jmh:jmh-core,31,453,100,0.07,0.31,0.31
com.fasterxml.jackson.core:jackson-databind,junit:junit,322,453,1314,0.71,0.25,0.71
com.squareup.okhttp3:okhttp,org.apache.maven.plugin-tools:maven-plugin-annotations,5,131,132,0.04,0.04,0.04
com.fasterxml.jackson.core:jackson-annotations,com.fasterxml.jackson.core:jackson-databind,219,237,453,0.92,0.48,0.92
com.fasterxml.jackson.core:jackson-annotations,org.apache.httpcomponents:httpcore,66,237,152,0.28,0.43,0.43
com.google.guava:guava,javax.annotation:javax.annotation-api,64,680,122,0.09,0.52,0.52
org.apache.maven.plugin-tools:maven-plugin-annotations,org.jsoup:jsoup,14,132,133,0.11,0.11,0.11
org.apache.maven.plugin-tools:maven-plugin-annotations,org.springframework:spring-test,15,132,188,0.11,0.08,0.11
com.google.code.gson:gson,redis.clients:jedis,35,365,111,0.1,0.32,0.32
org.apache.maven:maven-plugin-api,org.easymock:easymock,15,156,104,0.1,0.14,0.14
javax.xml.bind:jaxb-api,org.slf4j:slf4j-simple,27,169,223,0.16,0.12,0.16
javax.xml.bind:jaxb-api,org.hamcrest:hamcrest-library,15,169,136,0.09,0.11,0.11
org.slf4j:jcl-over-slf4j,org.springframework:spring-jdbc,39,173,130,0.23,0.3,0.3
org.json:json,org.springframework:spring-beans,22,137,151,0.16,0.15,0.16
org.apache.httpcomponents:httpclient,org.jsoup:jsoup,49,384,133,0.13,0.37,0.37
commons-io:commons-io,javax.servlet:servlet-api,75,614,158,0.12,0.47,0.47
commons-io:commons-io,org.apache.logging.log4j:log4j-slf4j-impl,51,614,120,0.08,0.43,0.43
org.apache.commons:commons-text,org.hamcrest:hamcrest-library,11,103,136,0.11,0.08,0.11
com.google.guava:guava,org.apache.commons:commons-math3,62,680,107,0.09,0.58,0.58
com.google.guava:guava,org.springframework:spring-jdbc,53,680,130,0.08,0.41,0.41
org.apache.maven.plugin-tools:maven-plugin-annotations,org.springframework:spring-webmvc,11,132,142,0.08,0.08,0.08
joda-time:joda-time,org.springframework:spring-context,60,222,240,0.27,0.25,0.27
junit:junit,org.springframework:spring-jdbc,105,1314,130,0.08,0.81,0.81
org.apache.logging.log4j:log4j-core,org.slf4j:slf4j-simple,30,202,223,0.15,0.13,0.15
org.apache.logging.log4j:log4j-core,org.apache.maven:maven-core,11,202,112,0.05,0.1,0.1
org.junit.jupiter:junit-jupiter-engine,org.springframework:spring-test,23,200,188,0.12,0.12,0.12
com.google.code.gson:gson,org.apache.httpcomponents:httpclient,130,365,384,0.36,0.34,0.36
com.google.code.gson:gson,org.testng:testng,48,365,158,0.13,0.3,0.3
org.hsqldb:hsqldb,org.mockito:mockito-core,50,120,504,0.42,0.1,0.42
commons-fileupload:commons-fileupload,org.openjdk.jmh:jmh-core,3,148,100,0.02,0.03,0.03
org.apache.commons:commons-compress,org.slf4j:jcl-over-slf4j,24,121,173,0.2,0.14,0.2
org.apache.commons:commons-compress,org.powermock:powermock-module-junit4,18,121,118,0.15,0.15,0.15
io.netty:netty-all,mysql:mysql-connector-java,46,125,326,0.37,0.14,0.37
com.alibaba:fastjson,org.json:json,12,207,137,0.06,0.09,0.09
javax.annotation:javax.annotation-api,javax.servlet:javax.servlet-api,52,122,281,0.43,0.19,0.43
javax.annotation:javax.annotation-api,org.junit.jupiter:junit-jupiter-api,13,122,164,0.11,0.08,0.11
org.powermock:powermock-module-junit4,org.springframework:spring-context,20,118,240,0.17,0.08,0.17
org.hibernate:hibernate-core,org.testng:testng,12,114,158,0.11,0.08,0.11
com.fasterxml.jackson.core:jackson-databind,javax.inject:javax.inject,48,453,109,0.11,0.44,0.44
ch.qos.logback:logback-core,org.apache.maven.plugin-tools:maven-plugin-annotations,8,113,132,0.07,0.06,0.07
org.bouncycastle:bcprov-jdk15on,org.junit.jupiter:junit-jupiter-engine,17,106,200,0.16,0.09,0.16
org.assertj:assertj-core,org.springframework:spring-beans,25,243,151,0.1,0.17,0.17
com.h2database:h2,org.springframework:spring-test,46,211,188,0.22,0.24,0.24
org.apache.commons:commons-compress,org.springframework:spring-jdbc,16,121,130,0.13,0.12,0.13
org.hamcrest:hamcrest-library,org.springframework:spring-context,27,136,240,0.2,0.11,0.2
com.alibaba:fastjson,mysql:mysql-connector-java,87,207,326,0.42,0.27,0.42
org.hamcrest:hamcrest-all,org.springframework:spring-context,24,138,240,0.17,0.1,0.17
com.fasterxml.jackson.core:jackson-databind,org.slf4j:slf4j-api,279,453,795,0.62,0.35,0.62
ch.qos.logback:logback-core,org.junit.jupiter:junit-jupiter-api,17,113,164,0.15,0.1,0.15
ch.qos.logback:logback-core,org.yaml:snakeyaml,22,113,143,0.19,0.15,0.19
javax.servlet:javax.servlet-api,org.mockito:mockito-core,103,281,504,0.37,0.2,0.37
javax.servlet:javax.servlet-api,org.bouncycastle:bcprov-jdk15on,30,281,106,0.11,0.28,0.28
org.hamcrest:hamcrest-core,org.javassist:javassist,18,137,132,0.13,0.14,0.14
commons-beanutils:commons-beanutils,org.apache.maven:maven-core,13,163,112,0.08,0.12,0.12
com.google.inject:guice,org.openjdk.jmh:jmh-core,7,114,100,0.06,0.07,0.07
junit:junit,org.springframework:spring-webmvc,115,1314,142,0.09,0.81,0.81
org.apache.maven:maven-plugin-api,org.springframework:spring-webmvc,15,156,142,0.1,0.11,0.11
org.apache.maven:maven-plugin-api,redis.clients:jedis,9,156,111,0.06,0.08,0.08
commons-fileupload:commons-fileupload,org.slf4j:slf4j-log4j12,52,148,301,0.35,0.17,0.35
com.google.code.findbugs:jsr305,commons-lang:commons-lang,45,167,271,0.27,0.17,0.27
com.squareup.okhttp3:okhttp,org.apache.zookeeper:zookeeper,17,131,107,0.13,0.16,0.16
com.google.guava:guava,com.google.protobuf:protobuf-java,93,680,152,0.14,0.61,0.61
javax.validation:validation-api,org.hamcrest:hamcrest-core,18,110,137,0.16,0.13,0.16
org.hamcrest:hamcrest-core,org.springframework:spring-beans,25,137,151,0.18,0.17,0.18
org.springframework:spring-jdbc,org.springframework:spring-web,75,130,161,0.58,0.47,0.58
joda-time:joda-time,org.yaml:snakeyaml,42,222,143,0.19,0.29,0.29
commons-lang:commons-lang,org.apache.commons:commons-math3,30,271,107,0.11,0.28,0.28
org.easymock:easymock,org.eclipse.jetty:jetty-server,24,104,148,0.23,0.16,0.23
org.apache.maven:maven-core,org.assertj:assertj-core,22,112,243,0.2,0.09,0.2
commons-fileupload:commons-fileupload,org.springframework:spring-jdbc,38,148,130,0.26,0.29,0.29
org.apache.commons:commons-compress,org.mockito:mockito-core,54,121,504,0.45,0.11,0.45
commons-io:commons-io,org.slf4j:jcl-over-slf4j,103,614,173,0.17,0.6,0.6
io.netty:netty-all,org.apache.httpcomponents:httpclient,50,125,384,0.4,0.13,0.4
org.hamcrest:hamcrest-library,org.javassist:javassist,17,136,132,0.13,0.13,0.13
commons-logging:commons-logging,org.apache.commons:commons-lang3,107,217,548,0.49,0.2,0.49
ch.qos.logback:logback-classic,commons-io:commons-io,149,381,614,0.39,0.24,0.39
com.fasterxml.jackson.core:jackson-databind,org.apache.zookeeper:zookeeper,54,453,107,0.12,0.5,0.5
com.squareup.okhttp3:okhttp,org.bouncycastle:bcprov-jdk15on,9,131,106,0.07,0.08,0.08
javax.inject:javax.inject,junit:junit,82,109,1314,0.75,0.06,0.75
org.hamcrest:hamcrest-core,org.springframework:spring-webmvc,17,137,142,0.12,0.12,0.12
com.fasterxml.jackson.core:jackson-core,com.fasterxml.jackson.core:jackson-databind,264,287,453,0.92,0.58,0.92
com.fasterxml.jackson.core:jackson-core,javax.validation:validation-api,33,287,110,0.11,0.3,0.3
com.google.protobuf:protobuf-java,javax.annotation:javax.annotation-api,17,152,122,0.11,0.14,0.14
commons-codec:commons-codec,org.easymock:easymock,40,356,104,0.11,0.38,0.38
junit:junit,org.apache.maven.plugin-tools:maven-plugin-annotations,97,1314,132,0.07,0.73,0.73
org.easymock:easymock,org.springframework:spring-test,25,104,188,0.24,0.13,0.24
org.apache.logging.log4j:log4j-api,org.junit.jupiter:junit-jupiter-engine,32,158,200,0.2,0.16,0.2
commons-io:commons-io,org.apache.httpcomponents:httpclient,230,614,384,0.37,0.6,0.6
io.netty:netty-all,org.springframework:spring-test,22,125,188,0.18,0.12,0.18
org.javassist:javassist,org.springframework:spring-jdbc,14,132,130,0.11,0.11,0.11
commons-cli:commons-cli,org.javassist:javassist,30,223,132,0.13,0.23,0.23
com.google.code.findbugs:jsr305,org.slf4j:slf4j-log4j12,34,167,301,0.2,0.11,0.2
ch.qos.logback:logback-classic,org.hsqldb:hsqldb,40,381,120,0.1,0.33,0.33
javax.servlet:javax.servlet-api,org.slf4j:jcl-over-slf4j,67,281,173,0.24,0.39,0.39
javax.inject:javax.inject,org.mockito:mockito-core,49,109,504,0.45,0.1,0.45
org.slf4j:slf4j-log4j12,redis.clients:jedis,32,301,111,0.11,0.29,0.29
org.hamcrest:hamcrest-core,org.springframework:spring-core,22,137,186,0.16,0.12,0.16
org.hamcrest:hamcrest-core,redis.clients:jedis,8,137,111,0.06,0.07,0.07
org.junit.jupiter:junit-jupiter-api,org.yaml:snakeyaml,15,164,143,0.09,0.1,0.1
org.apache.logging.log4j:log4j-core,org.mockito:mockito-all,29,202,210,0.14,0.14,0.14
javax.servlet:servlet-api,org.apache.logging.log4j:log4j-api,12,158,158,0.08,0.08,0.08
org.apache.commons:commons-collections4,org.springframework:spring-jdbc,16,109,130,0.15,0.12,0.15
commons-io:commons-io,javax.annotation:javax.annotation-api,62,614,122,0.1,0.51,0.51
io.netty:netty-all,org.junit.jupiter:junit-jupiter-engine,15,125,200,0.12,0.08,0.12
commons-collections:commons-collections,org.springframework:spring-core,51,163,186,0.31,0.27,0.31
com.google.code.findbugs:jsr305,org.powermock:powermock-module-junit4,24,167,118,0.14,0.2,0.2
org.jsoup:jsoup,org.junit.jupiter:junit-jupiter-engine,15,133,200,0.11,0.08,0.11
org.mockito:mockito-core,org.slf4j:slf4j-api,278,504,795,0.55,0.35,0.55
ch.qos.logback:logback-core,org.slf4j:jcl-over-slf4j,33,113,173,0.29,0.19,0.29
ch.qos.logback:logback-core,javax.inject:javax.inject,17,113,109,0.15,0.16,0.16
ch.qos.logback:logback-core,org.apache.maven:maven-core,7,113,112,0.06,0.06,0.06
com.fasterxml.jackson.core:jackson-annotations,org.easymock:easymock,19,237,104,0.08,0.18,0.18
com.google.guava:guava,commons-fileupload:commons-fileupload,62,680,148,0.09,0.42,0.42
com.google.protobuf:protobuf-java,commons-lang:commons-lang,41,152,271,0.27,0.15,0.27
com.google.inject:guice,org.apache.logging.log4j:log4j-slf4j-impl,17,114,120,0.15,0.14,0.15
org.junit.jupiter:junit-jupiter-api,org.projectlombok:lombok,27,164,233,0.16,0.12,0.16
com.google.code.gson:gson,javax.validation:validation-api,37,365,110,0.1,0.34,0.34
org.bouncycastle:bcprov-jdk15on,org.springframework:spring-test,13,106,188,0.12,0.07,0.12
javax.xml.bind:jaxb-api,org.apache.commons:commons-math3,23,169,107,0.14,0.21,0.21
org.eclipse.jetty:jetty-server,org.hibernate:hibernate-core,24,148,114,0.16,0.21,0.21
org.json:json,org.springframework:spring-webmvc,25,137,142,0.18,0.18,0.18
org.assertj:assertj-core,org.junit.jupiter:junit-jupiter-api,43,243,164,0.18,0.26,0.26
org.apache.commons:commons-collections4,org.json:json,20,109,137,0.18,0.15,0.18
org.apache.logging.log4j:log4j-api,org.easymock:easymock,11,158,104,0.07,0.11,0.11
com.alibaba:fastjson,org.apache.httpcomponents:httpcore,22,207,152,0.11,0.14,0.14
org.apache.commons:commons-text,org.apache.maven:maven-plugin-api,12,103,156,0.12,0.08,0.12
com.squareup.okhttp3:okhttp,org.slf4j:jcl-over-slf4j,17,131,173,0.13,0.1,0.13
com.squareup.okhttp3:okhttp,org.assertj:assertj-core,33,131,243,0.25,0.14,0.25
com.fasterxml.jackson.core:jackson-annotations,com.squareup.okhttp3:okhttp,27,237,131,0.11,0.21,0.21
com.google.guava:guava,org.postgresql:postgresql,74,680,134,0.11,0.55,0.55
javax.validation:validation-api,org.apache.maven.plugin-tools:maven-plugin-annotations,10,110,132,0.09,0.08,0.09
javax.inject:javax.inject,org.postgresql:postgresql,24,109,134,0.22,0.18,0.22
com.google.protobuf:protobuf-java,org.hamcrest:hamcrest-library,10,152,136,0.07,0.07,0.07
com.google.inject:guice,org.yaml:snakeyaml,23,114,143,0.2,0.16,0.2
commons-codec:commons-codec,org.apache.commons:commons-collections4,56,356,109,0.16,0.51,0.51
commons-lang:commons-lang,log4j:log4j,95,271,296,0.35,0.32,0.35
org.junit.jupiter:junit-jupiter-engine,org.mockito:mockito-all,18,200,210,0.09,0.09,0.09
com.google.code.gson:gson,org.hamcrest:hamcrest-all,38,365,138,0.1,0.28,0.28
org.apache.httpcomponents:httpcore,org.json:json,32,152,137,0.21,0.23,0.23
org.projectlombok:lombok,org.springframework:spring-context,39,233,240,0.17,0.16,0.17
javax.servlet:servlet-api,org.springframework:spring-jdbc,29,158,130,0.18,0.22,0.22
commons-io:commons-io,org.junit.jupiter:junit-jupiter-engine,67,614,200,0.11,0.34,0.34
org.javassist:javassist,org.springframework:spring-core,25,132,186,0.19,0.13,0.19
org.hamcrest:hamcrest-library,org.slf4j:slf4j-log4j12,20,136,301,0.15,0.07,0.15
org.apache.commons:commons-lang3,org.mockito:mockito-core,181,548,504,0.33,0.36,0.36
org.apache.zookeeper:zookeeper,org.easymock:easymock,19,107,104,0.18,0.18,0.18
org.hamcrest:hamcrest-all,org.projectlombok:lombok,12,138,233,0.09,0.05,0.09
com.fasterxml.jackson.core:jackson-databind,log4j:log4j,98,453,296,0.22,0.33,0.33
org.apache.commons:commons-text,org.springframework:spring-web,18,103,161,0.17,0.11,0.17
com.google.guava:guava,com.h2database:h2,102,680,211,0.15,0.48,0.48
javax.servlet:javax.servlet-api,org.jsoup:jsoup,35,281,133,0.12,0.26,0.26
javax.validation:validation-api,org.slf4j:slf4j-simple,21,110,223,0.19,0.09,0.19
com.google.code.gson:gson,org.hsqldb:hsqldb,30,365,120,0.08,0.25,0.25
com.google.code.gson:gson,javax.servlet:servlet-api,41,365,158,0.11,0.26,0.26
org.apache.httpcomponents:httpcore,org.slf4j:slf4j-simple,22,152,223,0.14,0.1,0.14
org.apache.maven:maven-core,org.springframework:spring-jdbc,7,112,130,0.06,0.05,0.06
org.eclipse.jetty:jetty-server,org.springframework:spring-web,34,148,161,0.23,0.21,0.23
javax.servlet:servlet-api,org.springframework:spring-web,47,158,161,0.3,0.29,0.3
org.apache.logging.log4j:log4j-api,org.hsqldb:hsqldb,17,158,120,0.11,0.14,0.14
org.apache.logging.log4j:log4j-api,org.hamcrest:hamcrest-all,19,158,138,0.12,0.14,0.14
org.apache.logging.log4j:log4j-api,org.hamcrest:hamcrest-core,23,158,137,0.15,0.17,0.17
io.netty:netty-all,org.eclipse.jetty:jetty-servlet,14,125,114,0.11,0.12,0.12
ch.qos.logback:logback-classic,org.slf4j:slf4j-log4j12,40,381,301,0.1,0.13,0.13
org.springframework:spring-beans,org.yaml:snakeyaml,22,151,143,0.15,0.15,0.15
com.squareup.okhttp3:okhttp,org.hamcrest:hamcrest-all,10,131,138,0.08,0.07,0.08
ch.qos.logback:logback-core,javax.validation:validation-api,14,113,110,0.12,0.13,0.13
javax.validation:validation-api,javax.xml.bind:jaxb-api,32,110,169,0.29,0.19,0.29
com.google.protobuf:protobuf-java,org.bouncycastle:bcprov-jdk15on,16,152,106,0.11,0.15,0.15
com.google.inject:guice,com.h2database:h2,33,114,211,0.29,0.16,0.29
junit:junit,org.bouncycastle:bcprov-jdk15on,76,1314,106,0.06,0.72,0.72
org.apache.logging.log4j:log4j-core,org.springframework:spring-core,28,202,186,0.14,0.15,0.15
commons-lang:commons-lang,org.mockito:mockito-all,63,271,210,0.23,0.3,0.3
org.apache.maven:maven-plugin-api,org.springframework:spring-beans,21,156,151,0.13,0.14,0.14
commons-fileupload:commons-fileupload,javax.annotation:javax.annotation-api,24,148,122,0.16,0.2,0.2
org.apache.commons:commons-math3,org.apache.maven:maven-plugin-api,13,107,156,0.12,0.08,0.12
org.hibernate:hibernate-core,org.jsoup:jsoup,14,114,133,0.12,0.11,0.12
com.google.code.findbugs:jsr305,org.json:json,20,167,137,0.12,0.15,0.15
org.apache.commons:commons-text,org.yaml:snakeyaml,21,103,143,0.2,0.15,0.2
ch.qos.logback:logback-core,com.fasterxml.jackson.core:jackson-annotations,35,113,237,0.31,0.15,0.31
org.postgresql:postgresql,org.springframework:spring-test,26,134,188,0.19,0.14,0.19
junit:junit,org.hamcrest:hamcrest-library,111,1314,136,0.08,0.82,0.82
commons-lang:commons-lang,org.springframework:spring-jdbc,36,271,130,0.13,0.28,0.28
commons-fileupload:commons-fileupload,org.apache.logging.log4j:log4j-slf4j-impl,12,148,120,0.08,0.1,0.1
org.apache.httpcomponents:httpclient,org.slf4j:jcl-over-slf4j,76,384,173,0.2,0.44,0.44
org.apache.logging.log4j:log4j-api,org.apache.maven:maven-plugin-api,16,158,156,0.1,0.1,0.1
org.jsoup:jsoup,org.powermock:powermock-module-junit4,6,133,118,0.05,0.05,0.05
org.apache.commons:commons-text,org.apache.logging.log4j:log4j-slf4j-impl,19,103,120,0.18,0.16,0.18
com.google.guava:guava,org.springframework:spring-webmvc,65,680,142,0.1,0.46,0.46
org.apache.maven.plugin-tools:maven-plugin-annotations,org.slf4j:slf4j-simple,26,132,223,0.2,0.12,0.2
javax.validation:validation-api,org.apache.httpcomponents:httpcore,20,110,152,0.18,0.13,0.18
javax.inject:javax.inject,org.springframework:spring-beans,27,109,151,0.25,0.18,0.25
javax.inject:javax.inject,org.springframework:spring-jdbc,25,109,130,0.23,0.19,0.23
mysql:mysql-connector-java,org.javassist:javassist,46,326,132,0.14,0.35,0.35
mysql:mysql-connector-java,org.hibernate:hibernate-core,57,326,114,0.17,0.5,0.5
org.apache.maven:maven-core,org.eclipse.jetty:jetty-server,20,112,148,0.18,0.14,0.18
org.bouncycastle:bcprov-jdk15on,org.json:json,17,106,137,0.16,0.12,0.16
commons-io:commons-io,org.springframework:spring-web,83,614,161,0.14,0.52,0.52
io.netty:netty-all,org.apache.logging.log4j:log4j-slf4j-impl,19,125,120,0.15,0.16,0.16
org.powermock:powermock-module-junit4,org.yaml:snakeyaml,20,118,143,0.17,0.14,0.17
org.apache.commons:commons-lang3,org.apache.commons:commons-text,76,548,103,0.14,0.74,0.74
ch.qos.logback:logback-classic,org.apache.maven:maven-core,25,381,112,0.07,0.22,0.22
com.fasterxml.jackson.core:jackson-annotations,commons-logging:commons-logging,68,237,217,0.29,0.31,0.31
com.google.guava:guava,org.apache.commons:commons-collections4,65,680,109,0.1,0.6,0.6
org.slf4j:slf4j-log4j12,org.springframework:spring-beans,65,301,151,0.22,0.43,0.43
commons-beanutils:commons-beanutils,org.slf4j:slf4j-api,104,163,795,0.64,0.13,0.64
com.fasterxml.jackson.core:jackson-core,commons-io:commons-io,162,287,614,0.56,0.26,0.56
mysql:mysql-connector-java,redis.clients:jedis,49,326,111,0.15,0.44,0.44
org.apache.httpcomponents:httpcore,org.junit.jupiter:junit-jupiter-api,16,152,164,0.11,0.1,0.11
org.apache.maven:maven-plugin-api,org.slf4j:slf4j-log4j12,24,156,301,0.15,0.08,0.15
org.apache.maven:maven-core,org.springframework:spring-web,12,112,161,0.11,0.07,0.11
org.apache.commons:commons-collections4,org.apache.logging.log4j:log4j-api,23,109,158,0.21,0.15,0.21
javax.annotation:javax.annotation-api,org.yaml:snakeyaml,24,122,143,0.2,0.17,0.2
org.apache.commons:commons-math3,org.yaml:snakeyaml,19,107,143,0.18,0.13,0.18
com.fasterxml.jackson.core:jackson-annotations,org.apache.commons:commons-compress,41,237,121,0.17,0.34,0.34
org.apache.maven.plugin-tools:maven-plugin-annotations,org.springframework:spring-context,17,132,240,0.13,0.07,0.13
javax.inject:javax.inject,org.slf4j:slf4j-log4j12,35,109,301,0.32,0.12,0.32
commons-beanutils:commons-beanutils,joda-time:joda-time,45,163,222,0.28,0.2,0.28
org.springframework:spring-core,org.springframework:spring-web,108,186,161,0.58,0.67,0.67
com.google.protobuf:protobuf-java,org.assertj:assertj-core,23,152,243,0.15,0.09,0.15
org.apache.maven:maven-core,org.bouncycastle:bcprov-jdk15on,8,112,106,0.07,0.08,0.08
