repositoryName1,repositoryName2,intersection,similarity
Hive2Hive/Hive2Hive,mariadb-corporation/mariadb-connector-j,[logging],1.0
jnr/jnr-ffi,qinming99/dst-admin,[github],1.0
kiegroup/jbpm,mohamicorp/stash-jenkins-postreceive-webhook,"[junit, mock, mocking, module, testing]",0.83
fluent/fluent-logger-java,wangweiX/blockchain-java,[logging],1.0
dunwu/javacore,xtuhcy/gecco,[bytecode],1.0
atomix/copycat,wangweiX/blockchain-java,[logging],1.0
TNG/JGiven,amaembo/huntbugs,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.73
haosdent/jcgroup,ps3mediaserver/ps3mediaserver,[logging],1.0
goldmansachs/reladomo,kakawait/cas-security-spring-boot-starter,"[api, javax, servlet, specs, standard]",1.0
Sayi/poi-tl,mariadb-corporation/mariadb-connector-j,[logging],1.0
openjfx/javafx-maven-plugin,trautonen/coveralls-maven-plugin,"[annotations, apache, build, build-system, codehaus, maven, metadata, plugin, tools]",0.75
JnRouvignac/AutoRefactor,red6/pdfcompare,[logging],1.0
Hive2Hive/Hive2Hive,spotify/sparkey-java,[logging],1.0
alaisi/postgres-async-driver,lishid/OpenInv,"[analysis, annotations, defect, metadata]",0.8
apache/commons-logging,micronaut-projects/micronaut-examples,[logging],1.0
TNG/JGiven,paul-hammant/paranamer,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.8
ttddyy/datasource-proxy,vassalengine/vassal,[logging],1.0
apache/maven-compiler-plugin,tbroyer/gwt-maven-plugin,"[annotations, apache, build, build-system, codehaus, maven, metadata, plugin, tools]",0.82
AzureAD/microsoft-authentication-library-for-java,ttddyy/datasource-proxy,[logging],1.0
dodie/scott,openjfx/javafx-maven-plugin,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.8
dodie/scott,gmu-swe/phosphor,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",1.0
mp911de/logstash-gelf,msemys/esjc,[logging],1.0
javaee/jax-rs-api,socketio/engine.io-server-java,"[api, javaee, javax, specs, standard]",0.83
jgitver/jgitver,tigase/tigase-server,"[codehaus, groovy, jvm, language]",1.0
StripesFramework/stripes,hprose/hprose-java,"[api, javax, servlet, specs, standard]",0.83
coinbase/coinbase-java,kiegroup/jbpm,"[junit, mock, mocking, module, testing]",0.83
Ekryd/sortpom,tunnelvisionlabs/antlr4cs,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.8
rohanpadhye/JQF,samaxes/minify-maven-plugin,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",1.0
rohanpadhye/JQF,trautonen/coveralls-maven-plugin,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.73
vassalengine/vassal,zhoumengkang/netty-restful-server,[logging],1.0
asterisk-java/asterisk-java,postgis/postgis-java,[logging],1.0
oldmanpushcart/greys-anatomy,oskopek/javaanpr,[logging],1.0
dunwu/java-tutorial,highcharts/highcharts-export-server,"[api, javax, servlet, specs, standard]",0.83
lgxqf/UICrawler,vassalengine/vassal,[logging],1.0
TheCoder4eu/BootsFaces-OSP,dunwu/java-tutorial,"[api, javax, servlet, specs, standard]",1.0
mariadb-corporation/mariadb-connector-j,pircbotx/pircbotx,[logging],1.0
feroult/yawp,temyers/cucumber-jvm-parallel-plugin,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.8
88250/symphony,CleverTap/apns-http2,"[client, http]",1.0
apache/commons-validator,evrignaud/fim,"[apache, commons, csv, tabular]",1.0
sdbg/sdbg,trivago/cucable-plugin,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.73
haosdent/jcgroup,j256/simplemagic,[logging],1.0
allbegray/slack-api,borball/weixin-sdk,"[apache, mime]",1.0
kilim/kilim,trivago/cucable-plugin,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.73
postgis/postgis-java,twitter-archive/cloudhopper-smpp,[logging],1.0
msemys/esjc,postgis/postgis-java,[logging],1.0
lgxqf/UICrawler,mdeverdelhan/ta4j-origins,[logging],1.0
jnr/jnr-ffi,vandeseer/easytable,[github],1.0
federkasten/appbundle-maven-plugin,spring-cloud/spring-cloud-release,"[apache, build, build-system, maven, model]",1.0
94fzb/zrlog,TheCoder4eu/BootsFaces-OSP,"[api, javax, servlet, specs, standard]",0.71
jenkinsci/gerrit-trigger-plugin,mohamicorp/stash-jenkins-postreceive-webhook,"[api, junit, mock, mocking, module, testing]",0.75
AgNO3/jcifs-ng,bujiio/buji-pac4j,"[api, javax, servlet, specs, standard]",1.0
Sayi/poi-tl,talsma-ict/umldoclet,[logging],1.0
kokorin/Jaffree,twitter-archive/cloudhopper-smpp,[logging],1.0
JnRouvignac/AutoRefactor,jcabi/jcabi-aspects,[logging],1.0
JnRouvignac/AutoRefactor,xSAVIKx/AndroidScreencast,[logging],1.0
brettwooldridge/SansOrm,petterobam/database-oop,"[jdbc, sql, sqlite]",1.0
SpoutDev/Vanilla,naver/volley-extensions,"[api, junit, mock, mocking, module, testing]",0.86
danielflower/multi-module-maven-release-plugin,tbroyer/gwt-maven-plugin,"[annotations, apache, build, build-system, codehaus, maven, metadata, plugin, tools]",0.75
FangStarNet/symphonyx,dunwu/java-tutorial,"[api, javax, servlet, specs, standard]",0.71
rtyley/agit,sebastianbenz/Jnario,"[dependency-injection, google]",1.0
mohamicorp/stash-jenkins-postreceive-webhook,viskell/viskell,"[api, junit, mock, mocking, module, testing]",1.0
kcctl/kcctl,qinming99/dst-admin,[github],1.0
dCache/nfs4j,msemys/esjc,[logging],1.0
alibaba/innodb-java-reader,tabulapdf/tabula-java,"[apache, commons, csv, tabular]",0.8
springdoc/springdoc-openapi-demos,stleary/JSON-java,[json],1.0
facebook/nailgun,shannah/Java-Objective-C-Bridge,[native],1.0
Devskiller/jpa2ddl,alexnederlof/Jasper-report-maven-plugin,"[annotations, apache, api, build, build-system, javax, maven, metadata, plugin, specs, standard, tools]",0.75
HashDataInc/bireme,Stratio/deep-spark,"[junit, mock, mocking, module, testing]",0.83
asakusafw/asakusafw,msemys/esjc,[logging],1.0
gaul/modernizer-maven-plugin,talios/clojure-maven-plugin,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.73
thymeleaf/thymeleafexamples-springmail,unicode-org/cldr,"[api, javax, servlet, specs, standard, upload]",0.75
red6/pdfcompare,talsma-ict/umldoclet,[logging],1.0
justauth/JustAuth,mr-hashemi/mr-hashemi,[sdk],1.0
openjfx/javafx-maven-plugin,tada/pljava,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.73
JnRouvignac/AutoRefactor,johnlpage/POCDriver,[logging],1.0
FasterXML/jackson-jr,socketio/engine.io-client-java,"[client, http]",1.0
resthub/springmvc-router,xuxueli/xxl-sso,"[api, javax, servlet, specs, standard]",0.71
javaswift/joss,stefanbirkner/system-rules,"[junit, testing]",1.0
deepdsl/deepdsl,rabbitmq/rabbitmq-tutorials,"[jvm, language, library, scala]",1.0
dCache/nfs4j,fasseg/exp4j,[logging],1.0
oskopek/javaanpr,plutext/docx4j-ImportXHTML,[logging],1.0
mariadb-corporation/mariadb-connector-j,postgis/postgis-java,[logging],1.0
amaembo/huntbugs,spotify/dockerfile-maven,"[annotations, apache, build, build-system, codehaus, maven, metadata, plugin, tools]",1.0
danieldk/dictomaton,sbtourist/Journal.IO,"[benchmark, junit, performance, testing]",1.0
apache/commons-logging,wangweiX/blockchain-java,[logging],1.0
confluentinc/kafka-connect-jdbc,ssaring/sportstracker,"[jdbc, sql, sqlite]",1.0
alenfive/rocket-api,walkmod/walkmod-core,"[codehaus, groovy, jvm, language]",1.0
criteo/babar,ldbc/ldbc_snb_datagen_spark,"[jvm, language, library, scala]",1.0
goldmansachs/reladomo,sosy-lab/java-smt,"[api, javax, servlet, specs, standard]",1.0
gmu-swe/phosphor,takari/takari-maven-plugin,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.89
Sayi/poi-tl,mdeverdelhan/ta4j-origins,[logging],1.0
AlmasB/FXGL,gturri/aXMLRPC,[github],1.0
nacos-group/nacos-spring-project,omnifaces/omnifaces,"[api, javax, servlet, specs, standard]",0.71
bujiio/buji-pac4j,xuxueli/xxl-sso,"[api, javax, servlet, specs, standard]",1.0
danielflower/multi-module-maven-release-plugin,feroult/yawp,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.73
evrignaud/fim,mcdcorp/opentest,"[apache, commons, csv, tabular]",0.8
feroult/yawp,ulisesbocchio/jasypt-spring-boot,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.73
talsma-ict/umldoclet,vassalengine/vassal,[logging],1.0
spotify/dockerfile-maven,ulisesbocchio/jasypt-spring-boot,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.73
plutext/docx4j-ImportXHTML,talsma-ict/umldoclet,[logging],1.0
games647/LagMonitor,jnr/jnr-ffi,[github],1.0
oldmanpushcart/greys-anatomy,xSAVIKx/AndroidScreencast,[logging],1.0
checkstyle/checkstyle,stefanbirkner/system-rules,"[junit, testing]",1.0
Sayi/poi-tl,apache/commons-logging,[logging],1.0
biojava/biojava,hyperledger/fabric-gateway-java,"[engine, junit, testing]",0.75
banq/jivejdon,pmerienne/trident-ml,"[analyzer, apache, index, lucene]",0.8
lgxqf/UICrawler,ps3mediaserver/ps3mediaserver,[logging],1.0
aadnk/ProtocolLib,naver/volley-extensions,"[junit, mock, mocking, module, testing]",0.71
aadnk/ProtocolLib,kiegroup/jbpm,"[junit, mock, mocking, module, testing]",1.0
TheCoder4eu/BootsFaces-OSP,alibaba/jvm-sandbox,"[api, javax, servlet, specs, standard]",0.71
Nilhcem/FakeSMTP,plutext/docx4j-ImportXHTML,[logging],1.0
amaembo/huntbugs,tunnelvisionlabs/antlr4cs,"[annotations, apache, build, build-system, codehaus, maven, metadata, plugin, tools]",0.9
alibaba/innodb-java-reader,mauricioaniche/ck,"[apache, commons, csv, tabular]",0.8
thiagolocatelli/parse4j,wangweiX/blockchain-java,[logging],1.0
asterisk-java/asterisk-java,chhsiao90/nitmproxy,[logging],1.0
apache/incubator-retired-gossip,barend/java-iban,"[engine, junit, testing]",1.0
kilim/kilim,temyers/cucumber-jvm-parallel-plugin,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.89
heibaiying/Full-Stack-Notes,tuguangquan/mybatis,[bytecode],1.0
locationtech/jts,mr-hashemi/mr-hashemi,[sdk],1.0
pengrad/java-telegram-bot-api,spring-projects-experimental/spring-cloud-square,"[client, http, logging]",1.0
k-tamura/easybuggy,socketio/engine.io-server-java,"[api, javax, servlet, specs, standard]",0.71
JnRouvignac/AutoRefactor,oldmanpushcart/greys-anatomy,[logging],1.0
dunwu/java-tutorial,socketio/engine.io-server-java,"[api, javax, servlet, specs, standard]",0.83
StripesFramework/stripes,socketio/engine.io-server-java,"[api, javax, servlet, specs, standard]",0.71
lejon/T-SNE-Java,mangstadt/biweekly,[github],1.0
coinbase/coinbase-java,mohamicorp/stash-jenkins-postreceive-webhook,"[api, junit, mock, mocking, module, testing]",1.0
bytedeco/javacpp,samaxes/minify-maven-plugin,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.89
dCache/nfs4j,thiagolocatelli/parse4j,[logging],1.0
recommenders/rival,signalapp/Signal-Server,"[apache, commons, csv, tabular]",0.8
alibaba/jvm-sandbox,bujiio/buji-pac4j,"[api, javax, servlet, specs, standard]",0.71
games647/LagMonitor,kcctl/kcctl,[github],1.0
goldmansachs/reladomo,k-tamura/easybuggy,"[api, javax, servlet, specs, standard]",0.83
goldmansachs/reladomo,unicode-org/cldr,"[api, javax, servlet, specs, standard]",0.83
asakusafw/asakusafw,spotify/netty-zmtp,[logging],1.0
aleksandr-m/gitflow-maven-plugin,tunnelvisionlabs/antlr4cs,"[annotations, apache, build, build-system, codehaus, maven, metadata, plugin, tools]",0.82
datumbox/datumbox-framework,recommenders/rival,"[apache, commons, csv, tabular]",0.8
johnlpage/POCDriver,mariadb-corporation/mariadb-connector-j,[logging],1.0
JnRouvignac/AutoRefactor,dCache/nfs4j,[logging],1.0
highcharts/highcharts-export-server,omnifaces/omnifaces,"[api, javax, servlet, specs, standard]",0.83
OpenAPITools/openapi-diff,feroult/yawp,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.8
FasterXML/jackson-jr,codedrinker/community,"[client, http]",1.0
lgxqf/UICrawler,ttddyy/datasource-proxy,[logging],1.0
FasterXML/jackson-dataformats-binary,micronaut-projects/micronaut-examples,[logging],1.0
FasterXML/jackson-databind,coinbase/coinbase-java,"[junit, mock, mocking, module, testing]",0.83
Luohuayu/CatServer,verdict-project/verdict,"[jdbc, sql, sqlite]",0.75
thiagolocatelli/parse4j,ttddyy/datasource-proxy,[logging],1.0
plutext/docx4j-ImportXHTML,ps3mediaserver/ps3mediaserver,[logging],1.0
ps3mediaserver/ps3mediaserver,vassalengine/vassal,[logging],1.0
asterisk-java/asterisk-java,red6/pdfcompare,[logging],1.0
java-aodeng/hope-boot,perye/dokit,"[api, github, io, swagger]",1.0
mp911de/logstash-gelf,nurkiewicz/async-retry,[logging],1.0
Zephery/newblog,u014427391/taoshop,"[analyzer, apache, index, lucene, upload]",0.83
Sayi/poi-tl,fasseg/exp4j,[logging],1.0
Sayi/poi-tl,thiagolocatelli/parse4j,[logging],1.0
j-easy/easy-rules,omnifaces/omnifaces,"[api, javax, servlet, specs, standard]",0.71
jcabi/jcabi-aspects,spotify/sparkey-java,[logging],1.0
FangStarNet/symphonyx,shalousun/ApplicationPower,"[api, client, http, javax, servlet, specs, standard]",0.88
influxdata/influxdb-java,pengrad/java-telegram-bot-api,"[client, http, logging]",1.0
feroult/yawp,tada/pljava,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.8
mathieucarbou/license-maven-plugin,samaxes/minify-maven-plugin,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.89
micronaut-projects/micronaut-examples,zhoumengkang/netty-restful-server,[logging],1.0
sdbg/sdbg,tunnelvisionlabs/antlr4cs,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.8
asterisk-java/asterisk-java,jagrosh/Vortex,[logging],1.0
kokorin/Jaffree,oldmanpushcart/greys-anatomy,[logging],1.0
JnRouvignac/AutoRefactor,Sayi/poi-tl,[logging],1.0
brettwooldridge/SansOrm,confluentinc/kafka-connect-jdbc,"[jdbc, sql, sqlite]",1.0
coinbase/coinbase-java,damianszczepanik/cucumber-reporting,"[api, junit, mock, mocking, module, testing]",0.75
GeyserMC/GeyserConnect,verdict-project/verdict,"[jdbc, sql, sqlite]",0.75
jagrosh/Vortex,xSAVIKx/AndroidScreencast,[logging],1.0
Ekryd/sortpom,mathieucarbou/license-maven-plugin,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.89
talsma-ict/umldoclet,ttddyy/datasource-proxy,[logging],1.0
nurkiewicz/async-retry,postgis/postgis-java,[logging],1.0
ttddyy/datasource-proxy,wangweiX/blockchain-java,[logging],1.0
socketio/engine.io-server-java,sosy-lab/java-smt,"[api, javax, servlet, specs, standard]",0.83
allegro/grunt-maven-plugin,apache/systemds,"[apache, build, build-system, maven, plugin]",0.71
s7/scale7-pelops,sitemesh/sitemesh3,"[jetty, server, webserver]",1.0
Stratio/deep-spark,zhegexiaohuozi/JsoupXpath,"[api, junit, mock, mocking, module, testing]",0.86
red6/pdfcompare,thiagolocatelli/parse4j,[logging],1.0
JnRouvignac/AutoRefactor,oskopek/javaanpr,[logging],1.0
kamranzafar/JCL,wuman/android-oauth-client,[testing],1.0
OpenAPITools/openapi-diff,dodie/scott,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.89
jcabi/jcabi-aspects,plutext/docx4j-ImportXHTML,[logging],1.0
SAP-archive/cloud-platform-iot-starterkit,eclipse/paho.mqtt.java,"[client, eclipse, plugin]",1.0
Crab2died/Excel4J,mauricioaniche/ck,"[apache, commons, csv, tabular]",0.8
spring-projects/spring-plugin,youzan/bugCatcher,"[logging, spring, testing]",0.75
dCache/nfs4j,haosdent/jcgroup,[logging],1.0
openjdk/jdk17,openjdk/panama-foreign,"[api, ide, interface, module, netbeans, ui]",1.0
apache/commons-validator,tabulapdf/tabula-java,"[apache, commons, csv, tabular]",0.8
haosdent/jcgroup,vassalengine/vassal,[logging],1.0
JMCuixy/swagger2word,perye/dokit,"[api, io, swagger]",0.75
alexnederlof/Jasper-report-maven-plugin,christian-schlichtherle/truelicense,"[annotations, apache, api, build, build-system, javax, maven, metadata, plugin, servlet, specs, standard, tools]",0.72
mp911de/logstash-gelf,ps3mediaserver/ps3mediaserver,[logging],1.0
gaul/modernizer-maven-plugin,mathieucarbou/license-maven-plugin,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.73
aleksandr-m/gitflow-maven-plugin,fusesource/hawtjni,"[annotations, apache, build, build-system, codehaus, maven, metadata, plugin, tools]",0.82
OlivierLD/raspberry-coffee,ozlerhakan/rapid,"[api, javax, json, specs, standard, webservice]",0.75
dunwu/java-tutorial,pac4j/spring-security-pac4j,"[api, javax, servlet, specs, standard]",1.0
danielflower/multi-module-maven-release-plugin,spotify/dockerfile-maven,"[annotations, apache, build, build-system, codehaus, maven, metadata, plugin, tools]",0.9
Hive2Hive/Hive2Hive,arangodb/arangodb-java-driver,[logging],1.0
CleverTap/apns-http2,lexburner/dubbo-mesh,"[client, http]",1.0
94fzb/zrlog,goldmansachs/reladomo,"[api, javax, servlet, specs, standard]",0.71
fluent/fluent-logger-java,j256/simplemagic,[logging],1.0
bytedeco/javacpp,gaul/modernizer-maven-plugin,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.73
clir/clearnlp,okleine/nCoAP,"[cli, parser]",1.0
apache/commons-logging,j256/simplemagic,[logging],1.0
asterisk-java/asterisk-java,talsma-ict/umldoclet,[logging],1.0
AgNO3/jcifs-ng,nacos-group/nacos-spring-project,"[api, javax, servlet, specs, standard]",0.71
SafeGroceryStore/MDUT,verdict-project/verdict,"[jdbc, sql, sqlite]",0.75
mp911de/logstash-gelf,xSAVIKx/AndroidScreencast,[logging],1.0
apache/incubator-retired-gossip,finmath/finmath-lib,"[engine, junit, testing]",1.0
datumbox/datumbox-framework,evrignaud/fim,"[apache, commons, csv, tabular]",0.8
locationtech/jts,oracle/graal,[sdk],1.0
FasterXML/jackson-jr,zxbu/webdav-aliyundriver,"[client, http]",1.0
arangodb/arangodb-java-driver,jcabi/jcabi-aspects,[logging],1.0
jagrosh/Vortex,spotify/netty-zmtp,[logging],1.0
kcctl/kcctl,mangstadt/ez-vcard,[github],1.0
dCache/nfs4j,postgis/postgis-java,[logging],1.0
Thomas-S-B/visualee,stleary/JSON-java,[json],1.0
thiagolocatelli/parse4j,zhoumengkang/netty-restful-server,[logging],1.0
chhsiao90/nitmproxy,twitter-archive/cloudhopper-smpp,[logging],1.0
Sayi/poi-tl,asterisk-java/asterisk-java,[logging],1.0
Hive2Hive/Hive2Hive,oskopek/javaanpr,[logging],1.0
Crab2died/Excel4J,ssssssss-team/spider-flow,"[apache, commons, csv, tabular]",1.0
jagrosh/Vortex,zhoumengkang/netty-restful-server,[logging],1.0
Nilhcem/FakeSMTP,kokorin/Jaffree,[logging],1.0
atomix/copycat,ps3mediaserver/ps3mediaserver,[logging],1.0
micronaut-projects/micronaut-examples,ttddyy/datasource-proxy,[logging],1.0
T-baby/MongoDB-Plugin,mdeverdelhan/ta4j-origins,[logging],1.0
asterisk-java/asterisk-java,spotify/sparkey-java,[logging],1.0
asterisk-java/asterisk-java,hyperledger/fabric-chaincode-java,[logging],1.0
Sayi/poi-tl,zhoumengkang/netty-restful-server,[logging],1.0
postgis/postgis-java,spotify/sparkey-java,[logging],1.0
highcharts/highcharts-export-server,kakawait/cas-security-spring-boot-starter,"[api, javax, servlet, specs, standard]",0.83
ebourg/jsign,sdbg/sdbg,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.73
